UF,PR
Cidade,GUARAPUAVA
Nome Posto,COLONIA VITORIA
Latitude,-25.5325
Longitude,-51.44138888888889
Codigo,2551008
Qtd. Anos,53
Ano,Maxima
1964,54
1965,94.2
1966,88.4
1967,76.2
1968,56.4
1969,84
1970,87
1971,78.1
1972,105.3
1973,95.2
1974,132.2
1975,93.2
1976,80.5
1977,72.2
1978,83.4
1979,70
1980,71.1
1981,190.4
1982,83.4
1983,180.1
1984,164.4
1985,103.5
1986,100.4
1987,90.3
1988,65.4
1989,93.6
1990,88.2
1991,113.4
1992,232.4
1993,96.6
1994,93.4
1995,127.8
1996,93
1997,110.1
1998,113.2
1999,76.5
2000,108.7
2001,96.4
2002,81.5
2003,94.1
2004,132.7
2005,89.7
2006,60.3
2007,86.8
2008,65.7
2009,80.3
2010,69.9
2011,80.2
2012,84.3
2013,95.8
2014,100.2
2015,91.6
2017,1555.4
