UF,PR
Cidade,SANTA IZABEL DO OESTE
Nome Posto,ALTO UNIAO
Latitude,-25.68305555555556
Longitude,-53.46666666666667
Codigo,2553047
Qtd. Anos,41
Ano,Maxima
1976,53.4
1977,134.2
1978,66.2
1979,77.6
1980,64.4
1981,138.4
1982,98.4
1983,99.3
1984,71.3
1985,92.5
1986,53.4
1987,96.7
1988,96
1989,82.8
1990,147.5
1991,60.9
1992,132.5
1993,100.5
1994,68.5
1995,80.5
1996,60.5
1997,85.5
1998,101
1999,92
2000,100.1
2001,70.2
2002,101.5
2003,106.9
2004,118.2
2005,130
2006,71.3
2007,141.8
2008,63.6
2009,99.1
2010,76
2011,101.2
2012,104.5
2013,144.3
2014,111.5
2015,130
2017,115.6
