UF,PR
Cidade,TOLEDO
Nome Posto,TOLEDO
Latitude,-24.733333333333334
Longitude,-53.71666666666667
Codigo,2453059
Qtd. Anos,38
Ano,Maxima
1979,118.4
1980,99.2
1981,134.3
1982,87.6
1983,122.8
1984,88.3
1985,74.2
1986,97.4
1987,206.4
1988,59.2
1989,66.2
1990,101.8
1991,117.5
1992,69
1993,106.4
1994,70.8
1995,112.2
1996,122.1
1997,131.6
1998,81.3
1999,95.7
2000,124.8
2001,119.7
2002,84.8
2003,73
2004,97.7
2005,97.2
2006,118.5
2007,113.4
2008,115.1
2009,110.5
2010,92.1
2011,116
2012,110
2013,92.8
2014,107.7
2015,111.7
2017,98.5
