UF,PR
Cidade,CAMPINA GRANDE DO SUL
Nome Posto,PRAIA GRANDE
Latitude,-25.169722222222223
Longitude,-48.879444444444445
Codigo,2548001
Qtd. Anos,79
Ano,Maxima
1939,58.6
1940,63.5
1941,58.9
1942,70.1
1943,85.3
1944,115.7
1945,41.2
1946,71.4
1947,77.8
1948,62.6
1949,82.6
1950,96.5
1951,42.4
1952,42.4
1953,74.1
1954,51.8
1955,49.3
1956,90.8
1957,95.5
1958,94.3
1959,48.3
1960,65.3
1961,79.9
1962,70.2
1963,126.2
1964,70.3
1965,84.6
1966,56.4
1967,56.3
1968,63.4
1969,56.4
1970,84.2
1971,69.2
1972,98
1973,84.2
1974,64.2
1975,85.2
1976,55.2
1977,54.2
1978,59
1979,54.8
1980,91.4
1981,49
1982,166.4
1983,99
1984,84.3
1985,78.9
1986,57.7
1987,74.7
1988,107.5
1989,64.6
1990,84
1991,72.6
1992,85
1993,71.1
1994,56
1995,90.5
1996,58.7
1997,66.9
1998,92.8
1999,61.6
2000,60
2001,73.2
2002,75.2
2003,107.5
2004,75.4
2005,57.2
2006,81
2007,104.1
2008,35.3
2009,56
2010,99.6
2011,48.6
2012,41.1
2013,37.6
2014,70.8
2015,61.5
2016,61.7
2017,74.2
