UF,PR
Cidade,BOCAIUVA DO SUL
Nome Posto,BOCAIUVA DO SUL
Latitude,-25.2
Longitude,-49.11666666666667
Codigo,2549051
Qtd. Anos,52
Ano,Maxima
1953,75
1954,76.8
1955,55.8
1956,79.2
1957,96.8
1958,68.2
1959,60.2
1960,54.2
1961,43.6
1974,50.8
1975,58.8
1976,74.8
1977,56
1978,68
1979,40
1980,60
1981,35
1982,53.8
1983,100
1984,58.7
1985,42.8
1986,89.6
1987,71.5
1988,95
1989,74.2
1990,99.1
1991,71.1
1992,84.5
1993,93.3
1994,82.9
1995,106.5
1996,55.5
1997,66.4
1998,85.5
1999,130.8
2000,53.5
2001,98.9
2002,80.8
2003,65.3
2004,86.6
2005,72.4
2006,57.9
2007,62.2
2008,71.3
2009,58.6
2010,92
2011,136.4
2012,120.4
2013,108.8
2014,120.9
2015,71.1
2017,56.2
