UF,PR
Cidade,GUARAQUECABA
Nome Posto,BANANAL
Latitude,-25.233055555555556
Longitude,-48.416666666666664
Codigo,2548043
Qtd. Anos,43
Ano,Maxima
1974,14.1
1975,92
1976,181
1977,98.9
1978,76.2
1979,155.8
1980,171.7
1981,146.6
1982,73.2
1983,97.4
1984,248.3
1985,77.3
1986,154.7
1987,61.7
1988,95.9
1989,111.8
1990,170.2
1991,118.8
1992,70.5
1993,86.1
1994,111
1995,175.7
1996,109.2
1997,219.5
1998,161.9
1999,116.6
2000,81.5
2001,111
2002,104.9
2003,144.1
2004,102
2005,84.6
2006,193
2007,202.9
2008,304.4
2009,146.4
2010,184.9
2011,122.5
2012,114.2
2013,136
2014,201.1
2015,124.8
2017,142.4
