UF,PR
Cidade,UNIAO DA VITORIA
Nome Posto,UNIAO DA VITORIA
Latitude,-26.228055555555553
Longitude,-51.08027777777778
Codigo,2651000
Qtd. Anos,78
Ano,Maxima
1938,71.4
1939,89.6
1940,55
1941,93
1942,60.2
1943,65.2
1944,45.6
1945,91.6
1946,139.6
1947,102.2
1948,72.5
1949,76.2
1950,53.5
1951,72.3
1952,73.6
1953,44.8
1954,81.2
1955,79.4
1956,71.6
1957,92
1958,98.2
1959,59
1960,50.4
1961,74.8
1962,85.6
1963,77
1964,87.3
1965,93.3
1966,61.2
1967,83.6
1968,72
1969,77
1970,68
1971,81
1972,112
1973,63
1974,75.2
1975,83.2
1976,62
1977,59.6
1978,62.4
1979,84.2
1980,81.2
1981,62.5
1982,86
1983,154.6
1984,94.8
1985,80.4
1986,64.1
1987,85.7
1988,80.3
1989,75
1990,110
1991,156.2
1992,139.8
1993,123.6
1994,107.9
1995,78.2
1996,99.8
1997,86.3
1998,405.2
1999,87.4
2000,76.9
2001,83.2
2002,90.1
2003,73.2
2004,155.5
2005,120
2006,67.2
2007,94.4
2008,80.1
2009,117.9
2010,125.7
2011,109.5
2012,106.2
2013,99
2014,264.9
2015,72.2
