UF,PR
Cidade,BARBOSA FERRAZ
Nome Posto,BARBOSA FERRAZ
Latitude,-24.016666666666666
Longitude,-51.95
Codigo,2451020
Qtd. Anos,43
Ano,Maxima
1974,125
1975,92.5
1976,81.6
1977,79.2
1978,102.4
1979,77.7
1980,76.1
1981,129
1982,100.7
1983,102
1984,77
1985,115
1986,72.4
1987,77.4
1988,90
1989,59.2
1990,60
1991,77.7
1992,78.4
1993,115.6
1994,70.4
1995,82
1996,70.3
1997,132.3
1998,127
1999,103.3
2000,90.8
2001,54.1
2002,94.2
2003,108.9
2004,71.5
2005,66.8
2006,74.1
2007,124.2
2008,77
2009,121.5
2010,61.3
2011,79.1
2012,82.5
2013,115.5
2014,115.8
2015,125.6
2017,71.6
