UF,PR
Cidade,JARDIM ALEGRE
Nome Posto,UBA DO SUL
Latitude,-24.05
Longitude,-51.61666666666667
Codigo,2451002
Qtd. Anos,50
Ano,Maxima
1967,70.2
1968,66.2
1969,72.6
1970,88.2
1971,92.8
1972,98.2
1973,80.6
1974,105.5
1975,91.3
1976,62.9
1977,98
1978,86
1979,138
1980,87
1981,93
1982,115.3
1983,102.8
1984,119.2
1985,68.9
1986,78.6
1987,81.9
1988,81.4
1989,107.3
1990,97.9
1991,82
1992,85.6
1993,95.1
1994,116.3
1995,84.9
1996,126.6
1997,82.6
1998,96.2
1999,102.5
2000,100.4
2001,63.9
2002,81.8
2003,75
2004,68.8
2005,74
2006,70.1
2007,92.3
2008,91.6
2009,122.7
2010,66.9
2011,75.8
2012,103.1
2013,89.2
2014,226.3
2015,141.4
2017,88.2
