UF,PR
Cidade,PARANAVAI
Nome Posto,CRISTO REI
Latitude,-22.731111111111108
Longitude,-52.44638888888888
Codigo,2252023
Qtd. Anos,44
Ano,Maxima
1975,79.1
1976,107.6
1977,91.8
1978,167.6
1979,72.8
1980,85.1
1981,117
1982,93.2
1983,75.6
1984,84.4
1985,62
1986,96
1987,88.8
1988,79.8
1989,80
1990,86.8
1991,212.9
1992,75.6
1993,84.2
1994,74.9
1995,117.1
1996,82.8
1997,85.7
1998,104.1
1999,80.1
2000,91.5
2001,58.8
2002,85.2
2003,53.7
2004,72.5
2005,119.8
2006,156.1
2007,59.3
2008,96
2009,96.5
2010,167.1
2011,101.4
2012,147.5
2013,118.9
2014,89.6
2015,134.4
2016,114.7
2017,93.9
2018,47.6
