UF,PR
Cidade,IPORA
Nome Posto,BALSA SANTA MARIA
Latitude,-24.166666666666668
Longitude,-53.733333333333334
Codigo,2453000
Qtd. Anos,44
Ano,Maxima
1972,77.3
1973,74.3
1974,72.1
1975,64.1
1976,79.4
1977,84.2
1978,77.1
1979,91.2
1980,72.3
1981,133.2
1982,94.2
1983,111
1984,72.3
1985,95.2
1986,82.1
1987,111.9
1988,45.5
1989,80.4
1990,83.1
1991,125.4
1992,173.4
1993,73.8
1994,75.3
1995,80.1
1996,122
1997,99.2
1998,81.8
1999,76.4
2000,177.7
2001,54
2002,96.5
2003,104.2
2004,85.2
2005,99.5
2006,85
2007,69.5
2008,101
2009,82
2010,45.5
2011,100
2012,74.3
2013,153
2014,74.3
2015,116.3
