UF,PR
Cidade,PEABIRU
Nome Posto,SILVIOLANDIA
Latitude,-23.994444444444447
Longitude,-52.19611111111111
Codigo,2352030
Qtd. Anos,42
Ano,Maxima
1975,62.4
1976,75.5
1977,95.6
1978,66.4
1979,134.6
1980,83.4
1981,79.3
1982,142.5
1983,169.8
1984,124.4
1985,82.2
1986,104.4
1987,111.3
1988,106
1989,141.3
1990,92.4
1991,93.5
1992,117
1993,91.6
1994,74.4
1995,81.3
1996,76.6
1997,83
1998,106.5
1999,122
2000,80.9
2001,45.9
2002,81.9
2003,65.6
2004,73.7
2005,54.3
2006,81.6
2007,107
2008,78
2009,92.3
2010,81.3
2011,73.2
2012,145.9
2013,117.3
2014,96.1
2015,143.6
2017,60.1
