UF,PR
Cidade,CENTENARIO DO SUL
Nome Posto,CENTENARIO DO SUL
Latitude,-22.822777777777777
Longitude,-51.595555555555556
Codigo,2251069
Qtd. Anos,44
Ano,Maxima
1975,58.6
1976,74.4
1977,62.8
1978,59.4
1979,78.4
1980,113
1981,82.8
1982,74.2
1983,87.8
1984,89.2
1985,66.2
1986,77.6
1987,78
1988,61.2
1989,86
1990,106.4
1991,106.2
1992,92
1993,99.3
1994,76.8
1995,74.3
1996,59.6
1997,55.7
1998,62.6
1999,98.5
2000,67.5
2001,56.3
2002,86.3
2003,62.7
2004,63.7
2005,89.8
2006,108.8
2007,72.3
2008,53.6
2009,78.2
2010,85.7
2011,78.5
2012,194.6
2013,76.3
2014,74.5
2015,104.8
2016,83.1
2017,91.3
2018,72.6
