UF,PR
Cidade,PINHAO
Nome Posto,PINHAO
Latitude,-25.65
Longitude,-51.666666666666664
Codigo,2551024
Qtd. Anos,42
Ano,Maxima
1975,72.7
1976,66
1977,75
1978,95.4
1979,67.3
1980,65.2
1981,71
1982,101.3
1983,174
1984,77
1985,68
1986,86.4
1987,74.8
1988,65.4
1989,85.5
1990,142
1991,115.4
1992,259.7
1993,99.2
1994,89.5
1995,75.2
1996,68
1997,112
1998,117.5
1999,98.5
2000,71.5
2001,148
2002,78.5
2003,78
2004,100.3
2005,98.2
2006,51.9
2007,71
2008,72.5
2009,95.5
2010,107.3
2011,122.3
2012,112.3
2013,92.6
2014,213.3
2015,73.3
2017,114.2
