UF,PR
Cidade,TERRA BOA
Nome Posto,MALU - TERRA BOA
Latitude,-23.673055555555557
Longitude,-52.38055555555555
Codigo,2352035
Qtd. Anos,41
Ano,Maxima
1976,78.2
1977,97.8
1978,70
1979,89
1980,107.2
1981,80
1982,103
1983,83.8
1984,94.4
1985,91
1986,150
1987,97.4
1988,83.6
1989,70
1990,105
1991,85
1992,81
1993,70
1994,73.5
1995,71.8
1996,89.7
1997,90.9
1998,78.4
1999,136.8
2000,105.2
2001,87.9
2002,71.5
2003,108.3
2004,76.7
2005,61.2
2006,125.6
2007,150.5
2008,100.6
2009,123.9
2010,78.8
2011,161.5
2012,131.2
2013,111.1
2014,74.8
2015,173.7
2017,1555.4
