UF,PR
Cidade,BARRACAO
Nome Posto,SIQUEIRA BELO
Latitude,-26.216666666666665
Longitude,-53.483333333333334
Codigo,2653021
Qtd. Anos,41
Ano,Maxima
1976,94
1977,84.6
1978,90.2
1979,121
1980,117.4
1981,106.2
1982,137.2
1983,144
1984,126
1985,76.8
1986,104
1987,88.4
1988,93
1989,112
1990,108.8
1991,172.1
1992,89.5
1993,96.7
1994,91.3
1995,80.6
1996,86.8
1997,124.3
1998,101.5
1999,72.5
2000,103.2
2001,117.3
2002,119.8
2003,136.7
2004,93.3
2005,115.9
2006,88.1
2007,131.4
2008,92.4
2009,85.2
2010,128.9
2011,85.8
2012,105.9
2013,137.6
2014,159.7
2015,157.7
2017,119.5
