UF,PR
Cidade,PARANAVAI
Nome Posto,DEPUTADO JOSE AFONSO
Latitude,-23.083055555555557
Longitude,-52.666666666666664
Codigo,2352052
Qtd. Anos,41
Ano,Maxima
1976,96.8
1977,78
1978,66.2
1979,100.4
1980,123.2
1981,87
1982,61.8
1983,69.2
1984,93
1985,71.3
1986,75.3
1987,101.5
1988,111.3
1989,65
1990,100
1991,110.4
1992,110.2
1993,97.7
1994,116.3
1995,98.5
1996,64.5
1997,100.5
1998,65.1
1999,84.1
2000,125.5
2001,70.2
2002,71.3
2003,84.3
2004,95.2
2005,75.3
2006,110.5
2007,87
2008,92.5
2009,108.7
2010,111.8
2011,101.3
2012,125.1
2013,97.2
2014,101
2015,146.3
2017,83.3
