UF,PR
Cidade,IBIPORA
Nome Posto,IBIPORA
Latitude,-23.266666666666666
Longitude,-51.016666666666666
Codigo,2351011
Qtd. Anos,45
Ano,Maxima
1971,64
1972,74.2
1973,58
1974,87.4
1975,85.2
1976,85
1977,114.1
1978,89.1
1979,85.9
1980,90.2
1981,92.1
1982,75.3
1983,107.1
1984,92.2
1985,93
1986,61.1
1987,87.7
1988,52.4
1989,90.7
1990,59.7
1991,71.8
1992,80
1993,94.8
1994,100
1995,65.4
1996,57.4
1997,114.8
1998,63.5
1999,78.9
2000,63.2
2001,65.8
2002,79.5
2003,78
2004,87.9
2005,76.8
2006,53.4
2007,115.2
2008,115
2009,126.3
2010,63.2
2011,128.1
2012,215
2013,78.2
2014,68.9
2015,95.3
