UF,PR
Cidade,ALVORADA DO SUL
Nome Posto,ALVORADA DO SUL
Latitude,-22.766666666666666
Longitude,-51.23305555555556
Codigo,2251038
Qtd. Anos,44
Ano,Maxima
1975,79.4
1976,82
1977,65.6
1978,81.8
1979,56.4
1980,91.8
1981,59.8
1982,67.4
1983,168.4
1984,105.9
1985,40.8
1986,94.8
1987,78.6
1988,54.8
1989,70.4
1990,56.4
1991,69.6
1992,107.6
1993,57.6
1994,98.2
1995,77.1
1996,96.5
1997,83.4
1998,83.9
1999,71.5
2000,82.1
2001,112
2002,69.9
2003,90.4
2004,70.7
2005,86.6
2006,76.9
2007,93.5
2008,85.8
2009,73.6
2010,48.6
2011,74.3
2012,156.6
2013,104.1
2014,67.7
2015,107.4
2016,49
2017,60.7
2018,84
