UF,PR
Cidade,GUARAQUECABA
Nome Posto,GUARAQUECABA
Latitude,-25.266666666666666
Longitude,-48.3
Codigo,2548023
Qtd. Anos,41
Ano,Maxima
1974,96.7
1975,96.7
1976,72.2
1977,92.8
1978,145.8
1979,95.8
1980,94.6
1981,152.1
1982,143
1983,63.2
1984,49.3
1985,102
1986,145.4
1987,74.6
1988,232
1989,140.9
1990,193.7
1991,150.1
1992,129.6
1993,111.4
1994,131
1995,200.7
1996,127.7
1997,146
1998,88.9
1999,118.2
2000,97.8
2001,163.7
2002,85.7
2003,91.6
2006,141
2007,84.8
2008,288.4
2009,117.8
2010,135.3
2011,139.4
2012,81.4
2013,85.2
2014,118.1
2015,156.3
2017,1999.8
