UF,PR
Cidade,BRASILANDIA DO SUL
Nome Posto,BRASILANDIA DO SUL
Latitude,-24.198333333333334
Longitude,-53.525555555555556
Codigo,2453050
Qtd. Anos,41
Ano,Maxima
1976,74
1977,75.5
1978,74
1979,96.6
1980,77.2
1981,120
1982,160
1983,113
1984,74.8
1985,65.8
1986,138
1987,56
1988,100
1989,77.2
1990,64
1991,107
1992,103.1
1993,98.4
1994,70.1
1995,106.1
1996,127.9
1997,100.5
1998,95.9
1999,76.4
2000,140.7
2001,62.8
2002,119
2003,120.9
2004,100.7
2005,128.6
2006,125
2007,90.3
2008,86.9
2009,92
2010,96.1
2011,82.3
2012,85.9
2013,201.9
2014,97.9
2015,97.1
2017,60.1
