UF,PR
Cidade,DOUTOR ULYSSES
Nome Posto,TURVO
Latitude,-24.75
Longitude,-49.333333333333336
Codigo,2449007
Qtd. Anos,71
Ano,Maxima
1946,84
1947,75.6
1948,58
1949,40.2
1950,64.6
1951,63.6
1952,63
1953,40.4
1954,47.2
1955,47.4
1956,23.3
1957,32.4
1958,42.6
1959,45
1960,40.2
1961,24.4
1962,29
1963,32.2
1964,40.4
1965,62
1966,22
1967,24.2
1968,24.2
1969,32.2
1970,26.2
1971,50
1972,90.4
1973,85.4
1974,75.3
1975,101.6
1976,66
1977,47.2
1978,62
1979,81
1980,63.2
1981,86.6
1982,79.8
1983,111.8
1984,57.2
1985,60.4
1986,59.1
1987,61.4
1988,63.2
1989,115
1990,84.4
1991,79
1992,105.2
1993,81
1994,80.2
1995,96
1996,77
1997,86.8
1998,92.4
1999,120.6
2000,110.4
2001,66.6
2002,95
2003,64.2
2004,136.2
2005,101.6
2006,44.6
2007,80.4
2008,94
2009,56
2010,72
2011,105.6
2012,63
2013,71
2014,81.4
2015,100
2017,69
