UF,PR
Cidade,RONCADOR
Nome Posto,SANTO ANTONIO
Latitude,-24.500555555555554
Longitude,-52.243611111111115
Codigo,2452041
Qtd. Anos,42
Ano,Maxima
1975,39.6
1976,111
1977,75
1978,84.2
1979,76.4
1980,88.3
1981,120.4
1982,101.4
1983,154.9
1984,90.7
1985,86.3
1986,101.5
1987,76.4
1988,67.1
1989,84.1
1990,83.9
1991,95.1
1992,107.3
1993,84.9
1994,85.6
1995,87
1996,93.5
1997,81.5
1998,105.7
1999,68.1
2000,90.7
2001,90.2
2002,100.2
2003,55.7
2004,88.4
2005,123.5
2006,96.6
2007,95.7
2008,105.6
2009,101
2010,97.3
2011,97.1
2012,103.7
2013,159.5
2014,119.8
2015,90.2
2017,95.5
