UF,PR
Cidade,CRUZ MACHADO
Nome Posto,FAZENDA ZANIOLO
Latitude,-25.816666666666666
Longitude,-51.1
Codigo,2551023
Qtd. Anos,42
Ano,Maxima
1975,55.5
1976,57
1977,62.5
1978,126.2
1979,65.6
1980,147.4
1981,55.2
1982,90.4
1983,149
1984,97.9
1985,66.8
1986,56.6
1987,71
1988,57
1989,97.8
1990,90.8
1991,58.4
1992,183.5
1993,96.2
1994,65.9
1995,105.9
1996,98.8
1997,113.5
1998,102.3
1999,96.3
2000,83.9
2001,111
2002,83
2003,80.5
2004,62
2005,80.6
2006,71.7
2007,60
2008,76
2009,90.2
2010,118.6
2011,110.9
2012,96.3
2013,114.1
2014,207.7
2015,63.1
2017,132.2
