UF,PR
Cidade,ANTONINA
Nome Posto,ANTONINA
Latitude,-25.433333333333334
Longitude,-48.766666666666666
Codigo,2548068
Qtd. Anos,43
Ano,Maxima
1974,50.3
1975,61.4
1976,99.9
1977,140
1978,110
1979,99
1980,158
1981,246.2
1982,97.8
1983,87
1984,95
1985,109
1986,135.2
1987,79.4
1988,87.1
1989,121.4
1990,71.1
1991,120.5
1992,68.7
1993,97.5
1994,131.2
1995,105
1996,107.8
1997,68.9
1998,92.8
1999,118.5
2000,91.2
2001,76.8
2002,79.8
2003,92.1
2004,188.8
2005,58.7
2006,96.7
2007,90
2008,130.2
2009,83.2
2010,120.7
2011,120
2012,132.1
2013,87.5
2014,77.6
2015,74.6
2017,72.3
