UF,PR
Cidade,TERRA RICA
Nome Posto,TERRA RICA
Latitude,-22.730555555555554
Longitude,-52.61638888888889
Codigo,2252022
Qtd. Anos,44
Ano,Maxima
1975,92
1976,74.4
1977,62.2
1978,72.3
1979,88.2
1980,141.9
1981,60.4
1982,83
1983,86
1984,123.4
1985,72
1986,80
1987,92
1988,75
1989,87
1990,82
1991,81
1992,84.5
1993,108.2
1994,93.2
1995,143.4
1996,67.4
1997,97.8
1998,98.1
1999,93.5
2000,70.3
2001,155.8
2002,81.5
2003,102.2
2004,78.8
2005,98.8
2006,140.4
2007,99.1
2008,88.9
2009,84.6
2010,178.5
2011,91.6
2012,148.6
2013,115.6
2014,145.9
2015,87.5
2016,64.5
2017,105.3
2018,107.7
