UF,PR
Cidade,BOM SUCESSO DO SUL
Nome Posto,PONTE DO VITORINO
Latitude,-26.050555555555555
Longitude,-52.80083333333333
Codigo,2652009
Qtd. Anos,60
Ano,Maxima
1957,106.9
1958,108.7
1959,142.6
1960,72.2
1961,95.5
1962,115.1
1963,112.3
1964,120.7
1965,110.1
1966,157.9
1967,88.2
1968,72.9
1969,95.2
1970,72.9
1971,86.7
1972,64.1
1973,128.6
1974,64.2
1975,85.7
1976,86.4
1977,91.2
1978,74.8
1979,115.2
1980,96.2
1981,152.6
1982,114.2
1983,112.2
1984,113.2
1985,70.2
1986,105.4
1987,95.4
1988,97.6
1989,99.8
1990,111
1991,102
1992,130.4
1993,90.2
1994,113
1995,83.6
1996,105
1997,150.4
1998,149
1999,62.4
2000,59.2
2001,80.4
2002,94
2003,81
2004,84
2005,94.5
2006,84.4
2007,176.4
2008,97.3
2009,102.4
2010,177.9
2011,157.2
2012,112.8
2013,138.8
2014,137.5
2015,106.3
2017,89.5
