UF,PR
Cidade,OURO VERDE DO OESTE
Nome Posto,OURO VERDE DO OESTE
Latitude,-24.775277777777777
Longitude,-53.901666666666664
Codigo,2453026
Qtd. Anos,42
Ano,Maxima
1975,37.2
1976,79.3
1977,95.5
1978,77.3
1979,79.5
1980,105
1981,112.4
1982,125
1983,117.4
1984,192
1985,70.4
1986,112.2
1987,120.6
1988,62.1
1989,83.5
1990,95.6
1991,92.2
1992,159.6
1993,107.4
1994,166.2
1995,89.4
1996,98.1
1997,142.9
1998,113
1999,89.3
2000,97
2001,74.5
2002,112.4
2003,186.5
2004,104.7
2005,108.8
2006,97.5
2007,114.1
2008,102
2009,145.4
2010,175
2011,150.7
2012,152.1
2013,128
2014,126.3
2015,122
2017,77.3
