UF,PR
Cidade,TAPEJARA
Nome Posto,OURO VERDE
Latitude,-23.668055555555558
Longitude,-52.976111111111116
Codigo,2352042
Qtd. Anos,41
Ano,Maxima
1976,96.7
1977,137
1978,93.4
1979,92.6
1980,78.2
1981,142.6
1982,136.6
1983,69.6
1984,96.4
1985,113.4
1986,70.5
1987,70.6
1988,85.2
1989,69.1
1990,71.2
1991,154.5
1992,110.5
1993,70.3
1994,68.5
1995,104.7
1996,58.9
1997,87.5
1998,104.3
1999,104.8
2000,115.9
2001,58.4
2002,79.7
2003,61.6
2004,73.4
2005,66.1
2006,93.1
2007,84
2008,66.4
2009,97.5
2010,101.6
2011,57
2012,102.9
2013,92.5
2014,85.7
2015,168.9
2017,71
