UF,PR
Cidade,SANTA CRUZ DE MONTE CASTELO
Nome Posto,SANTA CRUZ DO MONTE CASTELO
Latitude,-22.966666666666665
Longitude,-53.283055555555556
Codigo,2253011
Qtd. Anos,43
Ano,Maxima
1975,62.4
1976,75
1977,71
1978,75
1979,94.4
1980,103.8
1981,93.4
1982,141.8
1983,75
1984,80
1985,78.3
1986,69.4
1987,64.8
1988,67
1989,73
1990,71.2
1991,78.4
1992,77.2
1993,129
1994,86.6
1995,80
1996,82.8
1997,76.5
1998,62.7
1999,118
2000,170.7
2001,82.5
2002,64.8
2003,77.6
2004,74.4
2005,119.5
2006,138
2007,109.3
2008,65.8
2009,121.1
2010,87.4
2011,120
2012,119.6
2013,80
2014,67
2015,140
2016,72
2017,95
