UF,PR
Cidade,SENGES
Nome Posto,SENGES
Latitude,-24.1
Longitude,-49.46666666666667
Codigo,2449044
Qtd. Anos,42
Ano,Maxima
1975,30
1976,61
1977,51
1978,51
1979,65
1980,57
1981,86.4
1982,63
1983,68
1984,56.5
1985,56.3
1986,110
1987,54.7
1988,63
1989,113
1990,137.5
1991,75.7
1992,86.2
1993,74.9
1994,91
1995,168.9
1996,82.2
1997,181.2
1998,72.5
1999,72.3
2000,80.3
2001,74.6
2002,119.2
2003,69.4
2004,180.6
2005,106.2
2006,89.9
2007,83.1
2008,100.2
2009,104.1
2010,176.3
2011,60.3
2012,59.6
2013,72.7
2014,73.5
2015,113.5
2017,95.5
