UF,PR
Cidade,SAO JOSE DA BOA VISTA
Nome Posto,SAO JOSE DA BOA VISTA
Latitude,-23.91444444444444
Longitude,-49.65
Codigo,2349064
Qtd. Anos,43
Ano,Maxima
1975,69.8
1976,73.6
1977,95.8
1978,74.4
1979,70
1980,54.8
1981,72.4
1982,82.8
1983,70
1984,79.6
1985,37.6
1986,44.6
1987,47
1988,107.6
1989,85
1990,67.6
1991,55.6
1992,54.4
1993,66.2
1994,107.2
1995,86.2
1996,86.2
1997,84.4
1998,58.2
1999,52.9
2000,104.8
2001,48.2
2002,80.5
2003,57.5
2004,143
2005,63.9
2006,171.7
2007,70.7
2008,54.8
2009,91
2010,134
2011,64.4
2012,75.5
2013,64.2
2014,101.2
2015,98.1
2016,46.7
2017,79.8
