UF,PR
Cidade,CAFEARA
Nome Posto,CAFEARA
Latitude,-22.78777777777778
Longitude,-51.71138888888889
Codigo,2251037
Qtd. Anos,44
Ano,Maxima
1975,80.2
1976,82.7
1977,99.8
1978,70.7
1979,99
1980,94.8
1981,159.2
1982,84.1
1983,101.4
1984,88.4
1985,95.3
1986,60.4
1987,108.3
1988,79.7
1989,80.3
1990,77.1
1991,86
1992,56
1993,93
1994,66.4
1995,77
1996,89.5
1997,57.6
1998,72.2
1999,82.3
2000,93.3
2001,65
2002,79.1
2003,87.4
2004,98.3
2005,78.3
2006,105.5
2007,58.9
2008,92.3
2009,126.2
2010,83.3
2011,113.4
2012,320.1
2013,95
2014,106.5
2015,107.7
2016,90.3
2017,81
2018,90
