UF,PR
Cidade,CAMPO MOURAO
Nome Posto,CAMPO MOURAO
Latitude,-24.047222222222224
Longitude,-52.3675
Codigo,2452007
Qtd. Anos,44
Ano,Maxima
1973,59.4
1974,108.9
1975,78.5
1976,130
1977,86.4
1978,58.1
1979,108
1980,143
1981,111.6
1982,160.5
1983,109.4
1984,94
1985,100
1986,82.2
1987,79.2
1988,102.6
1989,84
1990,92.8
1991,100.5
1992,100
1993,90.6
1994,77.3
1995,78.5
1996,75.4
1997,116.6
1998,89.6
1999,115.5
2000,130
2001,75.7
2002,77.2
2003,66.8
2004,68.2
2005,95
2006,80.1
2007,94.6
2008,72.6
2009,110.2
2010,111.5
2011,59.5
2012,97.9
2013,97
2014,99
2015,85.2
2017,78
