UF,PR
Cidade,PEABIRU
Nome Posto,PEABIRU
Latitude,-23.910833333333333
Longitude,-52.336111111111116
Codigo,2352029
Qtd. Anos,42
Ano,Maxima
1975,54
1976,133.4
1977,86
1978,71.8
1979,77.8
1980,82.6
1981,128.6
1982,128.2
1983,111.2
1984,81.2
1985,88.1
1986,71.5
1987,84.8
1988,59
1989,80.2
1990,86.4
1991,80
1992,93.8
1993,100.6
1994,85
1995,99.5
1996,101.7
1997,104.2
1998,105.5
1999,131.9
2000,115
2001,87.1
2002,104.7
2003,89.1
2004,92.2
2005,77.5
2006,80.8
2007,113
2008,60.5
2009,83.2
2010,73.8
2011,90.1
2012,106.1
2013,79.2
2014,106.1
2015,142.8
2017,82.2
