UF,PR
Cidade,MORRETES
Nome Posto,MORRETES
Latitude,-25.466666666666665
Longitude,-48.833333333333336
Codigo,2548000
Qtd. Anos,79
Ano,Maxima
1939,50.2
1940,91.2
1941,66.8
1942,87.4
1943,70
1944,82.5
1945,61.3
1946,73.4
1947,48.7
1948,112.3
1949,131
1950,64
1951,79.2
1952,76.3
1953,81.3
1954,105.1
1955,72.8
1956,59.4
1957,53.8
1958,96.8
1959,48.8
1960,104.2
1961,96.8
1962,58.4
1963,80.6
1964,60.2
1965,86.3
1966,65.4
1967,65.6
1968,65.6
1969,90.8
1970,76.4
1971,72.4
1972,116.3
1973,84.6
1974,76.6
1975,85.4
1976,84
1977,162
1978,79.6
1979,77.2
1980,81.4
1981,97.2
1982,86
1983,122
1984,69.6
1985,68
1986,88
1987,120
1988,75
1989,130
1990,100
1991,90
1992,125.9
1993,120
1994,102.9
1995,104.8
1996,100.8
1997,89.3
1998,100.3
1999,95
2000,70.3
2001,88.2
2002,93.6
2003,98.3
2004,213.2
2005,75.9
2006,144.4
2007,92.6
2008,111.2
2009,68
2010,113.9
2011,321.2
2012,115
2013,101.6
2014,80.3
2015,155.4
2016,228.2
2017,81.8
