UF,PR
Cidade,PARANAPOEMA
Nome Posto,FAZENDA GUANABARA
Latitude,-22.660833333333333
Longitude,-52.13305555555556
Codigo,2252019
Qtd. Anos,44
Ano,Maxima
1975,98.2
1976,74
1977,66
1978,143
1979,114
1980,90.2
1981,70
1982,54
1983,60
1984,106
1985,74
1986,77
1987,88
1988,66
1989,80.2
1990,117.1
1991,74.4
1992,57.4
1993,55.7
1994,98.2
1995,102.3
1996,72.1
1997,81
1998,109.9
1999,66.9
2000,84
2001,68.7
2002,73.1
2003,76.2
2004,67
2005,98
2006,167
2007,101
2008,49
2009,125
2010,95
2011,110
2012,73
2013,70
2014,45
2015,68.5
2016,69.4
2017,78.5
2018,9
