UF,PR
Cidade,SERRANOPOLIS DO IGUACU
Nome Posto,PORTO MOISES LUPION
Latitude,-25.583055555555557
Longitude,-53.98305555555556
Codigo,2553014
Qtd. Anos,43
Ano,Maxima
1974,50
1975,78
1976,101
1977,113.8
1978,93.6
1979,114.4
1980,101.8
1981,154.2
1982,102.4
1983,132.5
1984,94.6
1985,53.6
1986,87.5
1987,98.9
1988,112.4
1989,68.9
1990,157.6
1991,126.8
1992,112.5
1993,106.5
1994,96.7
1995,78.7
1996,93.5
1997,96
1998,90.1
1999,122
2000,75.7
2001,87.4
2002,88.3
2003,92.3
2004,85.5
2005,115.5
2006,80.6
2007,110
2008,59.2
2009,91.5
2010,100.1
2011,88.1
2012,102
2013,94.9
2014,162.4
2015,82.8
2017,117.4
