UF,PR
Cidade,PITANGA
Nome Posto,BOM RETIRO
Latitude,-24.641111111111112
Longitude,-51.75805555555556
Codigo,2451036
Qtd. Anos,42
Ano,Maxima
1975,65.4
1976,80.3
1977,80.8
1978,106.6
1979,78.8
1980,92.4
1981,113.8
1982,93.6
1983,90.2
1984,124
1985,65.6
1986,83.1
1987,91.8
1988,80
1989,118.6
1990,90
1991,80.2
1992,101.5
1993,126.8
1994,87.1
1995,99.4
1996,92.2
1997,69.9
1998,100.1
1999,76.5
2000,75.4
2001,72.2
2002,100.2
2003,82
2004,80.4
2005,146.1
2006,104.7
2007,129.5
2008,101.4
2009,131.4
2010,86.3
2011,93.9
2012,106.7
2013,115.7
2014,113
2015,88.9
2017,123.2
