UF,PR
Cidade,LONDRINA
Nome Posto,SAO LUIZ
Latitude,-23.516666666666666
Longitude,-51.23305555555556
Codigo,2351035
Qtd. Anos,42
Ano,Maxima
1975,95
1976,92
1977,88
1978,87.4
1979,83
1980,89.2
1981,73.2
1982,74.4
1983,82
1984,91.2
1985,62.4
1986,79.2
1987,77
1988,76.4
1989,94.6
1990,53.6
1991,301.2
1992,96.6
1993,77.8
1994,100.3
1995,107.4
1996,103.7
1997,176
1998,119.2
1999,97.7
2000,62.7
2001,80.2
2002,87.6
2003,66.7
2004,87.2
2005,123.5
2006,106.4
2007,79.8
2008,86.5
2009,85.9
2010,72.4
2011,87.6
2012,170
2013,121.3
2014,104.6
2015,95.3
2017,61.9
