UF,PR
Cidade,LONDRINA
Nome Posto,LONDRINA (EST. AGROCLIMAT.)
Latitude,-23.3
Longitude,-51.15
Codigo,2351003
Qtd. Anos,42
Ano,Maxima
1976,75
1977,116.3
1978,81.4
1979,62
1980,80
1981,65.9
1982,102
1983,74.8
1984,151.2
1985,98.2
1986,62.5
1987,83.2
1988,83
1989,117.1
1990,77.8
1991,119.1
1992,142.7
1993,113.5
1994,106.4
1995,68.8
1996,96.1
1997,161
1998,106
1999,74.8
2000,68.9
2001,76.4
2002,77
2003,73.8
2004,68.8
2005,84.2
2006,59
2007,104.8
2008,59.8
2009,96
2010,108.2
2011,98.8
2012,200.5
2013,80.8
2014,85.2
2015,98
2016,223.6
2017,48.2
