UF,PR
Cidade,ORTIGUEIRA
Nome Posto,BAIRRO TRES VENDAS
Latitude,-23.983055555555556
Longitude,-51.08305555555556
Codigo,2351041
Qtd. Anos,42
Ano,Maxima
1975,61.3
1976,74
1977,108
1978,131
1979,81
1980,88
1981,90
1982,93.7
1983,96
1984,88.7
1985,99
1986,109.4
1987,79.6
1988,49.3
1989,72.2
1990,104.9
1991,61.5
1992,86
1993,71
1994,82
1995,170.7
1996,70.3
1997,141.2
1998,92.9
1999,117.3
2000,100
2001,55.7
2002,117.4
2003,101.5
2004,57.8
2005,66.1
2006,96.3
2007,89.8
2008,95.7
2009,65.2
2010,70.1
2011,90.7
2012,78
2013,84.3
2014,83.4
2015,104.8
2017,48.1
