UF,PR
Cidade,CALIFORNIA
Nome Posto,CALIFORNIA
Latitude,-23.65
Longitude,-51.35
Codigo,2351037
Qtd. Anos,42
Ano,Maxima
1975,110.4
1976,70.8
1977,65.6
1978,76.6
1979,86.8
1980,68
1981,70
1982,88
1983,90
1984,76
1985,87.2
1986,93.6
1987,72
1988,90.2
1989,91.8
1990,79.6
1991,84
1992,66.5
1993,94.9
1994,110.1
1995,97.4
1996,86.2
1997,171.1
1998,80.2
1999,169.5
2000,90
2001,77.1
2002,152.2
2003,133.8
2004,101.1
2005,121.7
2006,87
2007,95.4
2008,91.1
2009,133.3
2010,66.5
2011,70.9
2012,71.4
2013,61.6
2014,111
2015,152.1
2017,62
