UF,PR
Cidade,MARILUZ
Nome Posto,MARILUZ
Latitude,-23.983055555555556
Longitude,-53.166666666666664
Codigo,2353006
Qtd. Anos,50
Ano,Maxima
1967,61
1968,125
1969,132
1970,138
1971,104.5
1972,82.2
1973,58.1
1974,75
1975,76.1
1976,115
1977,87.2
1978,81.4
1979,84.1
1980,78
1981,100.2
1982,69.2
1983,84.2
1984,63.8
1985,95.4
1986,78.4
1987,106.6
1988,168.8
1989,75
1990,68.2
1991,62.6
1992,80.9
1993,123.8
1994,102.7
1995,81.9
1996,98.6
1997,108.3
1998,111.8
1999,36.8
2000,149.5
2001,67.6
2002,95.7
2003,84.2
2004,92
2005,70
2006,125.7
2007,101.5
2008,72
2009,124.5
2010,104.4
2011,91.2
2012,85
2013,95.6
2014,237.5
2015,121.2
2017,51
