UF,PR
Cidade,LUPIONOPOLIS
Nome Posto,MAIRA
Latitude,-22.699722222222224
Longitude,-51.64222222222222
Codigo,2251042
Qtd. Anos,44
Ano,Maxima
1975,63.2
1976,71
1977,70
1978,61
1979,58.6
1980,114
1981,77.2
1982,62.4
1983,140
1984,80.4
1985,82.6
1986,53
1987,90.2
1988,63.8
1989,75.8
1990,124
1991,117.4
1992,108
1993,60.2
1994,119.7
1995,98.4
1996,75.3
1997,94.5
1998,80.6
1999,60
2000,96.7
2001,73.3
2002,72.2
2003,97.5
2004,52.9
2005,59.7
2006,71
2007,73.7
2008,89
2009,82.1
2010,82.2
2011,84.4
2012,224
2013,132.6
2014,84.9
2015,72.3
2016,58.6
2017,113.2
2018,68.5
