UF,PR
Cidade,SANTA ISABEL DO IVAI
Nome Posto,NOVO PORTO TAQUARA
Latitude,-23.186944444444446
Longitude,-53.20138888888889
Codigo,2353044
Qtd. Anos,43
Ano,Maxima
1974,64.5
1975,113.4
1976,167.4
1977,89.2
1978,72
1979,86
1980,115.6
1981,115.4
1982,72.3
1983,84.7
1984,66
1985,94.3
1986,94.9
1987,64.3
1988,49
1989,111
1990,80
1991,106.5
1992,114.2
1993,70
1994,66
1995,86.8
1996,65
1997,102.5
1998,73.4
1999,65
2000,72
2001,56.8
2002,66
2003,72.5
2004,94.4
2005,54.1
2006,74.8
2007,98.1
2008,73
2009,113
2010,85
2011,98
2012,105
2013,80
2014,94
2015,106
2017,110.6
