UF,PR
Cidade,SANTANA DO ITARARE
Nome Posto,SANTANA DO ITARARE
Latitude,-23.754444444444445
Longitude,-49.6225
Codigo,2349061
Qtd. Anos,43
Ano,Maxima
1975,70.4
1976,67.8
1977,60.9
1978,68.9
1979,49
1980,104.6
1981,86.1
1982,122.2
1983,76.6
1984,57.9
1985,39.8
1986,54.8
1987,80
1988,65
1989,93.4
1990,73
1991,83.6
1992,64.2
1993,82.1
1994,85.5
1995,67.8
1996,69.5
1997,104.4
1998,99.4
1999,61.2
2000,102.8
2001,60.5
2002,89.1
2003,105.5
2004,96.6
2005,108.2
2006,97.3
2007,64.5
2008,71.4
2009,66
2010,119.7
2011,99.5
2012,78.9
2013,78.3
2014,107.7
2015,116.9
2016,59.6
2017,67.2
