UF,PR
Cidade,LARANJAL
Nome Posto,LARANJAL
Latitude,-24.885833333333334
Longitude,-52.473888888888894
Codigo,2452019
Qtd. Anos,42
Ano,Maxima
1975,56
1976,128.2
1977,82.6
1978,90.3
1979,119.1
1980,94.3
1981,107.3
1982,94.4
1983,80.6
1984,146
1985,62.4
1986,79.6
1987,129.8
1988,70.8
1989,109.2
1990,91.3
1991,155
1992,150.8
1993,105.2
1994,109.4
1995,148.9
1996,92.7
1997,154.4
1998,78.1
1999,99.2
2000,114.2
2001,78.5
2002,109.4
2003,116.3
2004,87.9
2005,88
2006,81.1
2007,94.6
2008,85.9
2009,138.2
2010,140.8
2011,181.1
2012,120.9
2013,144.1
2014,161.6
2015,72.4
2017,104.4
