UF,PR
Cidade,MERCEDES
Nome Posto,NOVA MERCEDES
Latitude,-24.45
Longitude,-54.166666666666664
Codigo,2454015
Qtd. Anos,42
Ano,Maxima
1975,83.9
1976,99.6
1977,113
1978,99.2
1979,104.9
1980,105
1981,74.6
1982,86.4
1983,101.2
1984,85.5
1985,46
1986,95
1987,92
1988,58.6
1989,142.5
1990,75
1991,99.5
1992,119
1993,109.7
1994,87.3
1995,115
1996,63.4
1997,115.1
1998,90.2
1999,143.5
2000,95
2001,77
2002,115
2003,86.3
2004,68.8
2005,102.5
2006,116.5
2007,108.4
2008,114.1
2009,138.9
2010,62.3
2011,86.4
2012,125.3
2013,63.6
2014,137.6
2015,89.7
2017,79
