UF,PR
Cidade,CANDIDO DE ABREU
Nome Posto,CANDIDO DE ABREU
Latitude,-24.565
Longitude,-51.331388888888895
Codigo,2451051
Qtd. Anos,41
Ano,Maxima
1975,41.6
1976,96.2
1977,93.6
1978,89.2
1979,85.4
1980,61.9
1981,89.3
1982,70.6
1983,113
1984,95.4
1985,55
1986,86.9
1987,62.7
1988,64.3
1989,109.2
1990,63.5
1991,63.2
1992,79.4
1993,82.1
1994,93.5
1995,95.2
1996,62.1
1997,61.2
1998,110.1
1999,102.7
2000,107.2
2001,152.1
2002,86.5
2003,113.4
2004,128.6
2005,178.5
2006,79.2
2007,107.5
2008,85.8
2009,126.1
2010,64.2
2011,83.9
2012,96.5
2013,127.7
2014,109.8
2015,114.2
