UF,PR
Cidade,TUNEIRAS DO OESTE
Nome Posto,CANAA
Latitude,-23.906666666666666
Longitude,-52.95472222222222
Codigo,2352026
Qtd. Anos,41
Ano,Maxima
1976,82.4
1977,71.6
1978,76.2
1979,66
1980,80.8
1981,91.8
1982,159
1983,89.4
1984,72
1985,87.3
1986,91.2
1987,107.6
1988,118.6
1989,74
1990,85
1991,133.9
1992,87.5
1993,64.6
1994,104.6
1995,78.2
1996,90.8
1997,116.5
1998,91.4
1999,101.5
2000,82
2001,62
2002,94.1
2003,71.4
2004,75
2005,54.4
2006,99.5
2007,61.1
2008,127.9
2009,116.1
2010,110.5
2011,63.5
2012,83.4
2013,80.9
2014,165
2015,167.1
2017,124
