UF,PR
Cidade,ITAMBE
Nome Posto,ITAMBE
Latitude,-23.65
Longitude,-51.98305555555556
Codigo,2351028
Qtd. Anos,42
Ano,Maxima
1975,70.6
1976,95.8
1977,90.2
1978,80.6
1979,78.4
1980,145
1981,110.5
1982,91
1983,101.4
1984,74.9
1985,124.8
1986,83
1987,102.4
1988,70.4
1989,138
1990,73.4
1991,72.6
1992,82
1993,48.2
1994,75.5
1995,96.4
1996,52.4
1997,150.1
1998,98.2
1999,181.2
2000,86.8
2001,80
2002,68.9
2003,74.2
2004,83.4
2005,73.1
2006,88.1
2007,86
2008,62.7
2009,105.5
2010,80.2
2011,87.8
2012,122.7
2013,77.6
2014,117.9
2015,156.1
2017,102.7
