UF,PR
Cidade,TAPIRA
Nome Posto,TAPIRA
Latitude,-23.31972222222222
Longitude,-53.07
Codigo,2353034
Qtd. Anos,41
Ano,Maxima
1976,73.2
1977,62.4
1978,54.7
1979,90.9
1980,75
1981,92.8
1982,103.6
1983,56.4
1984,82.6
1985,68.2
1986,56.2
1987,115.9
1988,87.3
1989,84.2
1990,74.3
1991,83.9
1992,59.2
1993,71.5
1994,55
1995,91.2
1996,75.4
1997,149.7
1998,146
1999,92.2
2000,87.7
2001,75.1
2002,75.7
2003,68.2
2004,112.3
2005,94.9
2006,104.2
2007,77.6
2008,68.2
2009,97.7
2010,97.3
2011,70.7
2012,90.3
2013,201.5
2014,138.9
2015,138.4
2017,80.5
