UF,PR
Cidade,RESERVA
Nome Posto,BARRA BONITA
Latitude,-24.569444444444443
Longitude,-51.153055555555554
Codigo,2451043
Qtd. Anos,42
Ano,Maxima
1975,83
1976,67
1977,108
1978,120.8
1979,89.2
1980,72.6
1981,103.6
1982,75
1983,109
1984,64
1985,69.5
1986,95
1987,88
1988,70
1989,93.5
1990,71
1991,55.5
1992,132.2
1993,92.4
1994,100
1995,82
1996,77.7
1997,87
1998,121.9
1999,68.4
2000,92.1
2001,98.1
2002,86.2
2003,94.1
2004,74.3
2005,101.7
2006,79.8
2007,122.6
2008,70.3
2009,111.6
2010,110.7
2011,97.9
2012,85.5
2013,119.8
2014,113.5
2015,97
2017,87
