UF,PR
Cidade,IVATUBA
Nome Posto,SITIO FLORESTA
Latitude,-23.616944444444446
Longitude,-52.19638888888888
Codigo,2352061
Qtd. Anos,43
Ano,Maxima
1974,127.7
1975,102
1976,75.5
1977,95.3
1978,64.2
1979,73.6
1980,117.2
1981,98.5
1982,108.2
1983,88
1984,67
1985,105
1986,61.8
1987,100.2
1988,58.2
1989,80.6
1990,126.2
1991,84.2
1992,78.2
1993,104.3
1994,118
1995,75.8
1996,48.1
1997,104.6
1998,88.2
1999,120.1
2000,103
2001,98.3
2002,81.2
2003,81.3
2004,78.8
2005,77.6
2006,137.1
2007,98.2
2008,86.3
2009,95.6
2010,61.3
2011,84.6
2012,126.9
2013,78.9
2014,119.5
2015,174
2017,116.7
