UF,PR
Cidade,PIRAI DO SUL
Nome Posto,GUARICANGA - PIRAI DO SUL
Latitude,-24.366666666666667
Longitude,-50.1
Codigo,2450031
Qtd. Anos,42
Ano,Maxima
1975,38
1976,54.5
1977,75
1978,79.4
1979,67
1980,108.8
1981,59.6
1982,55.8
1983,97.4
1984,63.6
1985,55.9
1986,71.5
1987,78.4
1988,77
1989,75
1990,71.4
1991,100.7
1992,66.4
1993,68
1994,68.5
1995,106.8
1996,77.2
1997,104.6
1998,79.6
1999,54.9
2000,75.5
2001,88.6
2002,85.7
2003,62.6
2004,89.5
2005,117.7
2006,50.2
2007,76.8
2008,55.9
2009,65.7
2010,84.1
2011,74.6
2012,112.9
2013,87
2014,86.1
2015,104.5
2017,96.7
