UF,PR
Cidade,ORTIGUEIRA
Nome Posto,ORTIGUEIRA
Latitude,-24.209444444444443
Longitude,-50.92444444444444
Codigo,2450008
Qtd. Anos,42
Ano,Maxima
1975,58
1976,58.5
1977,75
1978,63.8
1979,65
1980,59
1981,86.2
1982,86.6
1983,147.2
1984,70
1985,72
1986,73.4
1987,53.2
1988,64
1989,51
1990,63
1991,50.2
1992,73.2
1993,84
1994,94.3
1995,52
1996,74
1997,104
1998,88.3
1999,90.2
2000,72.1
2001,79.8
2002,71.4
2003,98.5
2004,75.3
2005,82.1
2006,90
2007,109.6
2008,68
2009,82.6
2010,57.3
2011,65.9
2012,123.8
2013,108
2014,150.9
2015,98.8
2017,62.2
