UF,PR
Cidade,SALGADO FILHO
Nome Posto,SAO SEBASTIAO DA BELA VISTA
Latitude,-26.064444444444444
Longitude,-53.36222222222222
Codigo,2653016
Qtd. Anos,41
Ano,Maxima
1976,103.8
1977,89.2
1978,78
1979,120.4
1980,99.9
1981,102
1982,132.4
1983,191.1
1984,107.4
1985,70
1986,101.9
1987,171.7
1988,125.1
1989,109.7
1990,125.6
1991,175.7
1992,123.7
1993,115.8
1994,125.5
1995,79.7
1996,103.7
1997,158.2
1998,124.6
1999,81.5
2000,77
2001,89.4
2002,104.3
2003,87.6
2004,89.1
2005,72.2
2006,75.1
2007,101.7
2008,116
2009,85.4
2010,162.3
2011,138.8
2012,130.2
2013,148.7
2014,183.8
2015,119.8
2017,85.2
