UF,PR
Cidade,CRUZEIRO DO OESTE
Nome Posto,CRUZEIRO DO OESTE
Latitude,-23.77777777777778
Longitude,-53.08222222222223
Codigo,2353004
Qtd. Anos,53
Ano,Maxima
1957,78.5
1958,72.8
1959,58.2
1967,66
1968,93
1969,75
1970,82
1971,75
1972,75
1973,103
1974,112
1975,133.7
1976,74
1977,123.5
1978,87
1979,106.8
1980,104.4
1981,133.2
1982,113.2
1983,81.6
1984,61.4
1985,125.1
1986,90
1987,110
1988,101.2
1989,65
1990,160.4
1991,102.6
1992,167.3
1993,86
1994,78.4
1995,70
1996,76.7
1997,66.2
1998,86
1999,124.2
2000,69.1
2001,63.4
2002,98.3
2003,61.7
2004,83.5
2005,113.7
2006,81.3
2007,132
2008,65.8
2009,66.7
2010,104.7
2011,116.4
2012,94.3
2013,75.6
2014,107.2
2015,198.3
2017,64.3
