UF,PR
Cidade,BOA VENTURA DE SAO ROQUE
Nome Posto,CARAZINHO
Latitude,-24.90833333333333
Longitude,-51.657777777777774
Codigo,2451027
Qtd. Anos,42
Ano,Maxima
1975,55.2
1976,97.3
1977,74.6
1978,95.4
1979,121
1980,102.4
1981,120.2
1982,90.6
1983,120.8
1984,91.5
1985,64.9
1986,71.3
1987,102.3
1988,124.1
1989,82.3
1990,117.3
1991,125.4
1992,256.3
1993,53.4
1994,64.4
1995,183.3
1996,71.4
1997,86.5
1998,65.4
1999,60.2
2000,136.9
2001,65.5
2002,73.9
2003,78
2004,68.8
2005,75.7
2006,59.9
2007,94.4
2008,110.2
2009,107.5
2010,67.9
2011,102.4
2012,107.4
2013,116.4
2014,140.7
2015,75.2
2017,152.7
