UF,PR
Cidade,PARANACITY
Nome Posto,VILA SILVA JARDIM
Latitude,-22.856944444444444
Longitude,-52.07805555555556
Codigo,2252010
Qtd. Anos,52
Ano,Maxima
1967,45.8
1968,85
1969,116.5
1970,118.4
1971,97
1972,92.4
1973,72.4
1974,92.2
1975,93.8
1976,87.4
1977,79
1978,62.4
1979,86.2
1980,65
1981,72
1982,70.6
1983,101.2
1984,61.2
1985,69.6
1986,98.6
1987,80.4
1988,66.4
1989,80.4
1990,75.6
1991,111.6
1992,80.6
1993,108.6
1994,60.6
1995,125.4
1996,102
1997,110.8
1998,120.4
1999,90.6
2000,119
2001,85
2002,130
2003,80.2
2004,70.1
2005,80
2006,100
2007,60
2008,50
2009,82.7
2010,19.1
2011,76.4
2012,113.5
2013,107.6
2014,60
2015,118.2
2016,106.8
2017,105.5
2018,60
