UF,BA
Cidade,INHAMBUPE
Nome Posto,INHAMBUPE
Latitude,-11.78277777777778
Longitude,-38.34805555555556
Codigo,1138002
Qtd. Anos,72
Ano,Maxima
1948,45.8
1949,117
1950,20.4
1951,52.1
1952,68
1953,40.4
1954,76.7
1955,49
1956,45.7
1957,50.2
1958,71.5
1959,54.1
1960,56.4
1961,18.2
1962,61.5
1963,49.2
1964,65
1965,63
1966,61.6
1967,46.4
1968,63
1969,77
1970,49.8
1971,48
1972,40
1973,55
1974,70.6
1975,81.2
1976,93
1977,86
1978,70
1979,57
1980,55
1981,73
1982,66
1983,90.2
1984,28.2
1985,106.8
1986,35
1987,41
1988,82.2
1989,112.5
1990,40.8
1991,90
1992,80.5
1993,18.7
1994,40
1995,68.1
1996,39.1
1997,109.6
1998,38.4
1999,65.7
2000,72.3
2001,85.5
2002,54.7
2003,44.9
2004,180.5
2005,57.5
2006,85.4
2007,57.1
2008,55.5
2009,38.3
2010,56.8
2011,60.3
2012,36.4
2013,69.3
2014,44.3
2015,37.3
2016,58.8
2017,39.1
2018,64.1
2019,59.3
