UF,BA
Cidade,IBIPEBA
Nome Posto,FAZENDA REFRIGERIO - JUSANTE
Latitude,-11.35611111111111
Longitude,-42.27361111111111
Codigo,1142020
Qtd. Anos,43
Ano,Maxima
1977,91
1978,135.6
1979,82
1980,40.1
1981,117
1982,48.6
1983,97.6
1984,51.9
1985,184.4
1986,29.8
1987,49.4
1988,60.9
1989,73.6
1990,68.7
1991,49.2
1992,70.8
1993,37.7
1994,52
1995,53.6
1996,34.4
1997,92.9
1998,56.4
1999,70.4
2000,127.8
2001,70.3
2002,111
2003,78.7
2004,126.7
2005,58.4
2006,38.3
2007,74.3
2008,59.8
2009,70
2010,81.8
2011,61.8
2012,53.9
2013,89.2
2014,53.1
2015,61
2016,75
2017,108
2018,75.3
2019,64.8
