UF,BA
Cidade,BROTAS DE MACAUBAS
Nome Posto,BROTAS DE MACAUBAS-2
Latitude,-12.00361111111111
Longitude,-42.62833333333333
Codigo,1242015
Qtd. Anos,44
Ano,Maxima
1976,41
1977,69.2
1978,56.5
1979,65
1980,56.4
1981,54.8
1982,44.6
1983,140
1984,69
1985,66.8
1986,44.8
1987,50.2
1988,104.3
1989,68.3
1990,63.9
1991,50.4
1992,59.3
1993,51
1994,83.8
1995,39
1996,47.9
1997,68.1
1998,52
1999,72.3
2000,136
2001,53.9
2002,47.2
2003,63.7
2004,100.5
2005,69.8
2006,69.8
2007,61.9
2008,63.7
2009,68.4
2010,58.2
2011,88.4
2012,47.7
2013,77.3
2014,73.8
2015,75.7
2016,108.1
2017,82
2018,88
2019,56
